osm_id,name,description,category,amenity_type,access,capacity,rating,latitude,longitude
n10689145303,Two Nineteen Restaurant,,restaurant,restaurant,,,,38.8045846,-77.0420738
n10689145304,Basin Street Lounge,,bar,bar,,,,38.80458,-77.042034
n10689197210,Sonoma Cellar,,bar,bar,,,,38.804539,-77.041745
n10689207737,Burke & Herbert Bank,,bank,bank,,,,38.8051021,-77.0422526
n10689207742,South Block,,fast_food,fast_food,,,,38.804824,-77.041567
n10689314075,Air Serv,,compressed_air,compressed_air,,,,38.7980963,-77.0515947
n10689314080,Valley Ice,,vending_machine,vending_machine,,,,38.7982524,-77.0515196
n10694003297,Nova Patient Care,,clinic,clinic,,,,38.8440257,-77.0511864
n10694003298,Mezeh Mediterranean Grill,,restaurant,restaurant,,,,38.8519175,-77.0504648
n10694003300,Rasa,,fast_food,fast_food,,,,38.8544678,-77.0496541
n10694003302,Capital One,,bank,bank,,,,38.8553494,-77.0496194
n10697675834,Williamsburg Deli,,fast_food,fast_food,,,,38.8992651,-77.1571982
n10701729281,Papa John's,,fast_food,fast_food,,,,38.7806362,-77.2367456
n10701729282,Duck Donuts,,fast_food,fast_food,,,,38.7799555,-77.2351234
n10701729287,Mezeh Mediterranean Grill,,restaurant,restaurant,,,,38.7799393,-77.2352037
n10701729288,Jersey Mike's Subs,,fast_food,fast_food,,,,38.7792001,-77.2353861
n10706572078,Whino,,restaurant,restaurant,,,,38.8796019,-77.111299
n10706572080,Aveda Institute,,training,training,,,,38.8788878,-77.1113876
n10710765414,Little Free Library,,public_bookcase,public_bookcase,,,,38.7830108,-77.0657355
n10726558408,&pizza,,fast_food,fast_food,,,,38.829974,-77.092053
n10727503621,Merit School of Clarendon,,school,school,,,,38.8914566,-77.0869365
n10738951106,Vietnamese Christian & Missionary Alliance Church,,place_of_worship,place_of_worship,,,,38.8916883,-77.2256818
n10746428986,Sante,,restaurant,restaurant,,,,38.862436,-77.060504
n10746777097,1983 Chinese Cuisine,,restaurant,restaurant,,,,38.8639308,-77.0631679
n10754844831,Gogi Friends,,restaurant,restaurant,,,,38.8167,-77.142472
n10754844833,Pizza Boli's,,fast_food,fast_food,,,,38.8173215,-77.144408
n10754844834,Royal Palace Kabob,,fast_food,fast_food,,,,38.818012,-77.143751
n10754844835,McDonald's,,fast_food,fast_food,,,,38.8191945,-77.1442182
n10754844837,Starbucks,,cafe,cafe,,,,38.8187427,-77.1400418
n10754844838,Chipotle,,fast_food,fast_food,,,,38.8182698,-77.1418381
n10754844846,IHOP,,restaurant,restaurant,,,,38.8168145,-77.141035
n10754844850,Quickway,,fast_food,fast_food,,,,38.8182895,-77.1419372
n10754844854,Taco Bamba,,fast_food,fast_food,,,,38.817418,-77.1427945
n10754844855,Justa's Chicken,,fast_food,fast_food,,,,38.8209208,-77.1424348
n10767320032,Láylí,,restaurant,restaurant,,,,38.8880181,-77.0948376
n10774379611,Taco Zocalo,,restaurant,restaurant,,,,38.9491364,-77.3338199
n10775333374,29th Parallel,,cafe,cafe,,,,38.8999132,-77.2680366
n10775333375,Lotus Garden,,restaurant,restaurant,,,,38.898809,-77.2680654
n10775333377,Subway,,fast_food,fast_food,,,,38.8988685,-77.2680131
n10775333401,Manhattan Bagel,,fast_food,fast_food,,,,38.8976619,-77.269544
n10775333402,Paisano's Pizza,,fast_food,fast_food,,,,38.8976035,-77.2696204
n10775333403,Dunkin',,fast_food,fast_food,,,,38.8975534,-77.2696821
n10775333404,Sushi Yama,,restaurant,restaurant,,,,38.8972298,-77.2699879
n10775342905,Vocelli Pizza,,fast_food,fast_food,,,,38.8971328,-77.2700979
n10775342906,Nakheel,,restaurant,restaurant,,,,38.896947,-77.2703151
n10775342907,The UPS Store,,post_office,post_office,,,,38.8968958,-77.2703634
n10775342908,Dairy Queen,,fast_food,fast_food,,,,38.8977392,-77.2694649
n10782783194,Chunky Cup,,cafe,cafe,,,,38.6786116,-77.3598563
n10782783195,Prime Dental Care,,dentist,dentist,,,,38.6785719,-77.3598153
n10785446910,Jersey Mike's Subs,,fast_food,fast_food,,,,38.6853637,-77.3135524
n10785446913,Starbucks,,cafe,cafe,,,,38.6853583,-77.3137331
n10790492013,Electric Cafe,,cafe,cafe,,,,38.8072075,-77.1285625
n10790492015,Montessori Kids Universe,,childcare,childcare,,,,38.8079015,-77.1275324
n10793740279,Avis,,car_rental,car_rental,,,,38.850357,-77.0533489
n10793740280,Budget,,car_rental,car_rental,,,,38.8503503,-77.0532195
n10795928698,Parcel Plus,,post_office,post_office,,,,38.8976921,-77.1388652
n10795928701,Sushi-Zen,,restaurant,restaurant,,,,38.8974808,-77.1384386
n10814489834,Falls Church Supercharger,"This Tesla Supercharger was edited or added by the June 2025 import from supercharge.info... if you have any questions, comments, or concerns, please reach out to the US Slack / Forum",charging_station,charging_station,yes,8.0,,38.90247,-77.20359
n10814489835,Vienna Supercharger,"This Tesla Supercharger was edited or added by the June 2025 import from supercharge.info... if you have any questions, comments, or concerns, please reach out to the US Slack / Forum",charging_station,charging_station,yes,8.0,,38.8952,-77.27394
n10814489836,Tesla Supercharger,"This Tesla Supercharger was edited or added by the June 2025 import from supercharge.info... if you have any questions, comments, or concerns, please reach out to the US Slack / Forum",charging_station,charging_station,yes,12.0,,38.86468,-77.2801
n10815370678,Jhoon Rhee Tae Kwon Do,,dojo,dojo,,,,38.8974889,-77.1382485
n10815370679,Kumon,,prep_school,prep_school,,,,38.8978219,-77.1387977
n10820793328,ChargePoint,,charging_station,charging_station,,,,38.8827754,-77.1181022
n10820793329,ChargePoint,,charging_station,charging_station,private,2.0,,38.8828412,-77.1170356
n10820793330,ChargePoint,,charging_station,charging_station,,,,38.8795082,-77.108759
n10820793331,ChargePoint,,charging_station,charging_station,,,,38.8567618,-77.112022
n10820793332,ChargePoint,,charging_station,charging_station,,,,38.8343577,-77.1190481
n10820793333,ChargePoint,,charging_station,charging_station,,,,38.6984788,-77.2142213
n10835691485,Slipstream,,cafe,cafe,,,,38.8798838,-77.1125428
n10838100092,The Commentary,,restaurant,restaurant,,,,38.8807185,-77.1145244
n10838100093,Silver Diner,,restaurant,restaurant,,,,38.8796718,-77.1139745
n10838100095,Ballston Dental Arts,,dentist,dentist,,,,38.8811353,-77.1127776
n10838413342,Prince William County Volunteer Fire and Rescue,,fire_station,fire_station,,,,38.6797322,-77.352975
n10853190932,North China Cafe,,restaurant,restaurant,,,,38.8760866,-77.2134194
n10853190933,Kariju Japanese Fried Chicken,,restaurant,restaurant,,,,38.8761077,-77.213517
n10853190934,La Estancia Churrasqueria,,restaurant,restaurant,,,,38.8761254,-77.2136035
n10853192397,Taco Baja,,restaurant,restaurant,,,,38.875356,-77.211063
n10853192401,Pizza Hut,,restaurant,restaurant,,,,38.8754165,-77.2095381
n10853198926,Taqueria Cancun,,restaurant,restaurant,,,,38.8759931,-77.2138728
n10853198927,Cristi's Bakery,,restaurant,restaurant,,,,38.875941,-77.2139032
n10853224038,Victor's Grill Churrasqueria,,restaurant,restaurant,,,,38.8754627,-77.2090797
n10853224040,Huqqa Lounge,,restaurant,restaurant,,,,38.8759603,-77.2088133
n10860406888,"Hess Plastic Surgery: Christopher L Hess, MD",,doctors,doctors,,,,38.8605738,-77.334004
n10869710040,EVgo,,charging_station,charging_station,,,,38.8527462,-77.1293916
n10869710041,EVgo,,charging_station,charging_station,,,,38.8644069,-77.0848503
n10869710042,EVgo,,charging_station,charging_station,,,,38.8362887,-77.1562778
n10869710043,EVgo,,charging_station,charging_station,,,,38.8335249,-77.1886697
n10871379693,Top of the Town,,events_venue,events_venue,,,,38.8898643,-77.0729901
n10872366928,ChargePoint,,charging_station,charging_station,,,,38.8083142,-77.1285571
n10872366929,ChargePoint,,charging_station,charging_station,,,,38.8174084,-77.1376858
n10872366930,ChargePoint,,charging_station,charging_station,,,,38.8135049,-77.1333849
n10878737085,Kingstowne Cat Clinic,,veterinary,veterinary,,,,38.7739647,-77.1355507
n10878739777,Spin Pollo Kingstowne,,fast_food,fast_food,,,,38.7710007,-77.1391857
n10878799727,Smashburger,,fast_food,fast_food,,,,38.772031,-77.1386454
n10878799728,Bonefish Grill,,restaurant,restaurant,,,,38.7722193,-77.1388142
n10879034672,Smyrna Restaurant,,restaurant,restaurant,,,,38.7527452,-77.1397971
n10882364880,TD Bank,,bank,bank,,,,38.9210967,-77.15217
n10891447421,Inova General Internal Medicine Group - Ballston,,clinic,clinic,,,,38.8826523,-77.1065227
n10899679942,Hunter Mill Montessori South,,kindergarten,kindergarten,,,,38.8853034,-77.3020729
n10911053603,Sicilian Pizza,,fast_food,fast_food,,,,38.8630706,-77.0868878
n10918272548,Sushi Garden,,restaurant,restaurant,,,,38.858367,-77.050891
n10918272549,Lily Bubble Tea & Smoothie,,cafe,cafe,,,,38.8584866,-77.0508763
n10927146371,Vaden Dr & Royal Victoria Dr/Providence Community Center,,bicycle_rental,bicycle_rental,,11.0,,38.8732177,-77.2730601
n10931857757,Silverado,,restaurant,restaurant,,,,38.833777,-77.189093
n10931857758,Gaboja,,restaurant,restaurant,,,,38.8321206,-77.1906778
n10931857759,Cafe Tu Ah,,cafe,cafe,,,,38.8321673,-77.1905787
n10931857761,Jang Won,,restaurant,restaurant,,,,38.8319559,-77.1899113
n10931857763,United Bank,,bank,bank,,,,38.8316939,-77.1898491
n10931857767,Annangol,,restaurant,restaurant,,,,38.8316498,-77.1910008
n10931857768,DaVita Dialysis,,clinic,clinic,,,,38.8335609,-77.1892773
n10931857771,Kumon,,prep_school,prep_school,,,,38.8260623,-77.2136792
n10931857772,Kung Fu Tea,,cafe,cafe,,,,38.8261233,-77.213642
n10931857773,Chicken Loco,,fast_food,fast_food,,,,38.8330712,-77.2086007
n10931857775,Tutti Frutti,,ice_cream,ice_cream,,,,38.8258413,-77.2143053
n10931857777,Subway,,fast_food,fast_food,,,,38.8249114,-77.2139981
n10931857778,M&T Bank,,bank,bank,,,,38.8251172,-77.214051
n10931857782,Big Bite Pizza,,fast_food,fast_food,,,,38.8321098,-77.1908232
n10931857783,92Chicken,,fast_food,fast_food,,,,38.8313121,-77.1919718
n10932018010,Basecamp Coffee Roasteres,,cafe,cafe,,,,38.92467,-77.240294
n10933922034,Truist,,bank,bank,,,,38.8322823,-77.1136701
n10937806846,Cafe du Soleil,,cafe,cafe,,,,38.8024811,-77.0407726
n10937810309,Hangry Joe's Hot Chicken & Wings,,fast_food,fast_food,,,,38.862554,-77.063382
n10937810310,Nova Urgent Care,,clinic,clinic,,,,38.8623672,-77.0633384
n10943825347,Reston Town Center Metro North,,bicycle_rental,bicycle_rental,,19.0,,38.9536997,-77.3597231
n10943825354,GMU/Fairfax Dr & Kenmore St,,bicycle_rental,bicycle_rental,,11.0,,38.8847108,-77.1002992
n10943825355,Virginia Hospital Center,,bicycle_rental,bicycle_rental,,15.0,,38.8879178,-77.1280128
n10943825357,Eden Center,,bicycle_rental,bicycle_rental,,12.0,,38.8737405,-77.152897
n10943825359,Kenwood Ave & Osage St,,bicycle_rental,bicycle_rental,,23.0,,38.8279881,-77.0847182
n10943825368,Gatehouse Rd & Telestar Ct,,bicycle_rental,bicycle_rental,,11.0,,38.8685467,-77.2252679
n10943825371,District Ave & Strawberry Ln/Mosaic Market Garage,,bicycle_rental,bicycle_rental,,11.0,,38.8726531,-77.2306394
n10943825376,Ballenger Ave & Dulaney St,,bicycle_rental,bicycle_rental,,19.0,,38.8026725,-77.0636077
n10943825379,19th St N & Ft Myer Dr,,bicycle_rental,bicycle_rental,,15.0,,38.8972262,-77.0721429
n10943825381,King St & N Pitt St,,bicycle_rental,bicycle_rental,,15.0,,38.8048091,-77.0445622
n10943825391,Founders Row/W Broad St & West St,,bicycle_rental,bicycle_rental,,12.0,,38.8901594,-77.1831832
n10943825393,Duke St & Strand (Robinson Terminal),,bicycle_rental,bicycle_rental,,11.0,,38.8019357,-77.04026
n10943825397,Arlington National Cemetery,,bicycle_rental,bicycle_rental,,19.0,,38.8845372,-77.0658025
n10943825398,Mandeville Ln & Stovall St,,bicycle_rental,bicycle_rental,,12.0,,38.8028986,-77.0725657
n10943841510,Greensboro Metro East,,bicycle_rental,bicycle_rental,,15.0,,38.9206527,-77.2331301
n10943841522,Braddock Rd Metro South,,bicycle_rental,bicycle_rental,,19.0,,38.8134848,-77.0537392
n10947618662,Joseph Willard Health Center,,clinic,clinic,,,,38.85056,-77.2995389
n10951615994,McLean Immediate Care,,doctors,doctors,,,,38.9379231,-77.1762786
n10951631620,Rakoda Driving School,,driving_school,driving_school,,,,38.938068,-77.176311
n10951713739,C2 Education of McLean,,prep_school,prep_school,,,,38.9380048,-77.1763375
n10955889716,District Dogs,,animal_boarding,animal_boarding,,,,38.8889262,-77.0921366
n10955889717,Brass Rabbit,,pub,pub,,,,38.886878,-77.094112
n10955889721,Seamore's,,restaurant,restaurant,,,,38.888446,-77.092026
n10955889722,Bond Vet,,veterinary,veterinary,,,,38.8881814,-77.0928898
n10964352678,Cold Stone Creamery,,ice_cream,ice_cream,,,,38.6785284,-77.3597704
n10965203293,Sfoglina,,restaurant,restaurant,,,,38.894729,-77.070527
n10965936913,Missouri State University,,university,university,,,,38.8725068,-77.2658152
n10965936915,Nori School Kids,,childcare,childcare,,,,38.8752373,-77.2638859
n10965936916,Nuances Daycare & School,,childcare,childcare,,,,38.8760037,-77.2640683
n10965936918,Canine Comforts,,animal_boarding,animal_boarding,,,,38.8798307,-77.2642205
n10965936957,Evergreen Montessori School,,childcare,childcare,,,,38.8901877,-77.2674408
n10965936958,M&M Child Care,,childcare,childcare,,,,38.8934173,-77.2688249
n10977777115,District Dogs,,animal_boarding,animal_boarding,,,,38.8604849,-77.0540364
n10981059609,Harbor View,,events_venue,events_venue,,,,38.6697816,-77.2442726
n10981548325,NoVA Martial Arts & Yoga,,dojo,dojo,,,,38.8457837,-77.3050256
n10981719330,Elevation Burger,,fast_food,fast_food,customers,,,38.8579526,-77.0441503
n10981719331,P.F. Chang's,,restaurant,restaurant,customers,,,38.8577607,-77.044724
n10981719332,Timber Pizza Co.,,fast_food,fast_food,customers,,,38.8580397,-77.0439349
n10981719335,Mezeh Mediterranean Grill,,restaurant,restaurant,customers,,,38.8577672,-77.0437837
n10981719336,Peet's Coffee,,cafe,cafe,customers,,,38.8576365,-77.0443657
n10981719339,Wolfgang Puck Bar & Bites,,bar,bar,customers,,,38.858019,-77.043446
n10983139690,Springfield Modern Dentistry,,dentist,dentist,,,,38.7799651,-77.2350671
n10985330111,Cabaña Restaurant,,restaurant,restaurant,,,,38.856923,-77.109379
n10990472377,Big Buns,,restaurant,restaurant,,,,38.860598,-77.3037823
n10990472379,Ideal Image,,clinic,clinic,,,,38.8606951,-77.3035133
n10990472380,Compass Coffee,,cafe,cafe,,,,38.8599026,-77.3044711
n10990472382,TPG Pediatrics,,doctors,doctors,,,,38.8606154,-77.3021545
n10990472383,The Qui Korean BBQ & Bar,,restaurant,restaurant,,,,38.8620775,-77.2962616
n10990472385,Subway,,fast_food,fast_food,,,,38.8621363,-77.2959418
n10990472386,Crazy Crab,,restaurant,restaurant,,,,38.8621554,-77.2958269
n10990472387,Marco's Pizza,,fast_food,fast_food,,,,38.8621274,-77.2960008
n10990472388,Sushi Cho,,restaurant,restaurant,,,,38.8621784,-77.2957072
n10994392921,Akivva Grill,,fast_food,fast_food,,,,38.845561,-77.068176
n10994392922,Kabobistan,,fast_food,fast_food,,,,38.860916,-77.092591
n10994392923,Papa John's,,fast_food,fast_food,,,,38.860705,-77.092199
n10995564590,Guidepost Montessori,,kindergarten,kindergarten,,,,38.8412729,-77.1080382
n10995564591,PACS Urgent Care,,clinic,clinic,,,,38.8413394,-77.107843
n11002403024,Roberto's Ristorante Italiano,,restaurant,restaurant,,,,38.901037,-77.2675186
n11002403025,Rita's Italian Ice,,ice_cream,ice_cream,,,,38.9015518,-77.2669718
n11002403026,Bluestone Lane,,cafe,cafe,,,,38.923752,-77.233007
n11002403027,East West Cafe,,restaurant,restaurant,,,,38.919889,-77.229555
n11006273253,Simona Cafe,,cafe,cafe,,,,38.890754,-77.088952
n11008726024,Roots Kitchen & Bar,,restaurant,restaurant,,,,38.9523362,-77.2247051
n11014529855,Mailbox Junction,,post_office,post_office,,,,38.6610526,-77.2571266
n11036699450,Washington Periodontics: Dr. Christine Karapetian,move the business to right building,dentist,dentist,,,,38.8102535,-77.2568414
n11037933920,Chase,,bank,bank,,,,38.9490548,-77.3591414
n11045421158,Lily's Chocolate & Coffee,,cafe,cafe,,,,38.9032066,-77.2627851
n11045421164,South Block,,fast_food,fast_food,,,,38.903459,-77.2621973
n11045421168,Chit Chaat Cafe,,cafe,cafe,,,,38.903997,-77.263056
n11045421169,Vivi Bubble Tea,,cafe,cafe,,,,38.9043253,-77.260883
n11045421170,Pizza Vienna,,restaurant,restaurant,,,,38.904365,-77.2608361
n11045421174,Cafe Renaissance,,cafe,cafe,,,,38.9041208,-77.2604521
n11045421175,Viet Aroma Asian Cuisine,,restaurant,restaurant,,,,38.9040748,-77.2602608
n11045421176,Bruster's Ice Cream,,ice_cream,ice_cream,,,,38.904393,-77.260803
n11045421177,Union Pie,,restaurant,restaurant,,,,38.9041529,-77.2611962
n11045432098,Good Company Doughnuts & Cafe,,cafe,cafe,,,,38.8612487,-77.0541468
n11048685255,Z-Burger,,fast_food,fast_food,,,,38.8535659,-77.0537972
n11048685256,Paisano's,,fast_food,fast_food,,,,38.8423543,-77.0509139
n11075705705,Bastille Brasserie & Bar,,restaurant,restaurant,,,,38.8115998,-77.0513738
n11080733134,Roots Natural Kitchen,,fast_food,fast_food,,,,38.865246,-77.2728443
n11090437432,Lady Camellia,,cafe,cafe,,,,38.802357,-77.040031
n11090437433,Hummingbird Bar & Kitchen,,restaurant,restaurant,,,,38.802078,-77.040105
n11090522231,Starbucks,,cafe,cafe,customers,,,38.8520079,-77.041014
n11092426024,Hunan Village Tysons,,restaurant,restaurant,,,,38.928726,-77.245941
n11103002240,Chin's Chicken Carry-Out,,restaurant,restaurant,,,,38.7836701,-77.0787778
n11103002245,Machu Pollo,,restaurant,restaurant,,,,38.7838206,-77.0790156
n11105976742,bb.q Chicken,,restaurant,restaurant,,,,38.8837036,-77.103098
n11108318546,Pho Bahn Mi & Grill,,restaurant,restaurant,,,,38.8382377,-77.3121903
n11108318548,Karis Dental,,dentist,dentist,,,,38.8384837,-77.3121157
n11110536578,South Block,,fast_food,fast_food,,,,38.861801,-77.054283
n11110536579,Toby's Ice Cream,,ice_cream,ice_cream,,,,38.8605118,-77.0547564
n11116541788,Mpanadas,,fast_food,fast_food,,,,38.8628036,-77.0853427
n11132441517,Family Practice Medical Clinic,,clinic,clinic,,,,38.6755412,-77.2651953
n11132441521,Dental Center at Lake Ridge,,dentist,dentist,,,,38.6758683,-77.2650796
n11132441522,Osaka Steak House & Japanese Sushi,,restaurant,restaurant,,,,38.6759213,-77.2650609
n11132441524,The Life Church VA,,place_of_worship,place_of_worship,,,,38.6766487,-77.2648036
n11132441525,Rahama African Restaurant & Catering,,restaurant,restaurant,,,,38.6760502,-77.2650153
n11132441526,A & C Banquet Hall,,events_venue,events_venue,,,,38.6761135,-77.2649929
n11132441557,Prince William Medical Clinic,,clinic,clinic,,,,38.6757821,-77.2641715
n11137240205,Uptown Cafe,,cafe,cafe,,,,38.944779,-77.3157589
n11141083205,Davio's Northern Italian Steakhouse,,restaurant,restaurant,,,,38.9485741,-77.3385437
n11141091105,Big Buns,,restaurant,restaurant,,,,38.9488008,-77.3388539
n11158153349,Dunkin',,fast_food,fast_food,,,,38.8062543,-77.1331509
n11158778490,Tippy's Taco House,,fast_food,fast_food,,,,38.8734053,-77.2447435
n11159408058,District Biscuit Company,,restaurant,restaurant,,,,38.8357835,-77.0604411
n11163635536,The Cafe at DCA,,cafe,cafe,customers,,,38.8521621,-77.0431502
n11164186004,Prime Pizza & Grill,,restaurant,restaurant,,,,38.6615831,-77.2996039
n11164214610,Justa's Peruvian Bar & Grille,,restaurant,restaurant,,,,38.6617363,-77.2990824
n11173849776,Rosslyn Post Office,,post_office,post_office,,,,38.8943017,-77.0761676
n11186225055,Moby Dick House of Kabob,,restaurant,restaurant,,,,38.8298266,-77.1892445
n11186225056,Wingstop,,fast_food,fast_food,,,,38.8298489,-77.1893727
n11186225057,Patient First,,clinic,clinic,,,,38.8299013,-77.1896623
n11206042337,CVS Pharmacy,,pharmacy,pharmacy,,,,38.9486478,-77.3389095
n11214312247,Marymount Early Learning Academy,,kindergarten,kindergarten,,,,38.9049692,-77.126652
n11214347313,Ballston Coakley Library Extension,,library,library,private,,,38.8824534,-77.1169694
n11214347314,Ballston Campus Chapel,,place_of_worship,place_of_worship,,,,38.882484,-77.1171176
n11225738632,Robeks,,fast_food,fast_food,,,,38.7806209,-77.2326591
n11225871127,Reston Kabob,,fast_food,fast_food,,,,38.9486874,-77.3558561
n11230111860,North Italia,,restaurant,restaurant,,,,38.9590347,-77.3566882
n11230940190,The Capital Burger,,restaurant,restaurant,,,,38.9586094,-77.3558385
n11231033244,LOOK Cinemas,,cinema,cinema,,,,38.9588368,-77.3581209
n11231124972,Sweetgreen,,fast_food,fast_food,,,,38.9581596,-77.3587438
n11231124980,One Medical,,clinic,clinic,,,,38.957988,-77.3579402
n11231124983,Playa Bowls,,fast_food,fast_food,,,,38.9579949,-77.357127
n11231124997,True Food Kitchen,,restaurant,restaurant,,,,38.9577693,-77.3571392
n11231221852,Maker's Union,,pub,pub,,,,38.9583071,-77.3585096
n11232344777,Food Corner Kabob house,,restaurant,restaurant,,,,38.8288052,-77.188883
n11236632405,Urban Hot Pot,,restaurant,restaurant,,,,38.8700377,-77.2310458
n11237229514,Bird's Eye Thai,,fast_food,fast_food,,,,38.8587227,-77.0489618
n11237229515,Call Your Mother,,fast_food,fast_food,,,,38.8585643,-77.048979
n11237229516,Queen Mother's Chicken,,fast_food,fast_food,,,,38.8584956,-77.0489864
n11237229518,Brij Coffeehouse,,cafe,cafe,,,,38.8589657,-77.0489456
n11237229520,PhoWheels,,fast_food,fast_food,,,,38.8583264,-77.0489975
n11237314637,Genki Izakaya,,restaurant,restaurant,,,,38.8652576,-77.2731579
n11237315537,Peri Peri Original,,restaurant,restaurant,,,,38.8652224,-77.2735516
n11238353795,Nova Dental Anesthesia,,dentist,dentist,,,,38.8099898,-77.2580035
n11238627727,O-Meiwushu Kungfu Center,,dojo,dojo,,,,38.8716549,-77.231263
n11238627729,Saint Philopater Coptic Orthodox,,place_of_worship,place_of_worship,,,,38.8712474,-77.2314544
n11238627730,Fairfax Public Access,,studio,studio,,,,38.8713964,-77.2319665
n11238627734,Citibank,,bank,bank,,,,38.8721658,-77.2279478
n11238655038,Pressed Juicery,,fast_food,fast_food,,,,38.8726774,-77.2295773
n11238675673,Sweetgreen,,fast_food,fast_food,,,,38.8724196,-77.2288249
n11238675675,Sheesh Grill,,restaurant,restaurant,,,,38.87273,-77.228345
n11238675676,The Fermented Pig,,restaurant,restaurant,,,,38.873922,-77.227871
n11238675679,Gyu Shige Japanese BBQ,,restaurant,restaurant,,,,38.8702304,-77.2309608
n11241361443,Mount Purrnon Cat Café + Wine Bar,,cafe,cafe,,,,38.804894,-77.049442
n11246283229,Jula's on the Potomac,,restaurant,restaurant,,,,38.8143189,-77.0383147
n11255801777,Starbucks,,cafe,cafe,,,,38.8702929,-77.0550962
n11257630251,Stang Family Orthodontics,,dentist,dentist,,,,38.9481981,-77.3306132
n11263507935,Arby's,,fast_food,fast_food,,,,38.874392,-77.2262233
n11270640201,Fat Fish,,fast_food,fast_food,,,,38.8587829,-77.0489544
n11282521335,AEHS Urgent Care,,clinic,clinic,,,,38.832376,-77.2016041
n11282521337,Peking Cafe,,restaurant,restaurant,,,,38.8324923,-77.2022056
n11298845084,Phoenicia,,restaurant,restaurant,,,,38.8987449,-77.2246783
n11308563990,Kingstowne Communion,,place_of_worship,place_of_worship,,,,38.750945,-77.1444551
n11308563996,Gabriel Pediatrics,,doctors,doctors,,,,38.7623114,-77.1438256
n11337328258,Blenheim Boulevard & North Street,,bicycle_rental,bicycle_rental,,,,38.8469603,-77.3033345
n11337328259,South Street & Univeristy Drive,,bicycle_rental,bicycle_rental,,,,38.8442437,-77.305292
n11337328260,George Mason Boulevard & Armstrong Street,,bicycle_rental,bicycle_rental,,,,38.8410867,-77.3071977
n11337328261,School Street & George Mason Boulevard,,bicycle_rental,bicycle_rental,,12.0,,38.837392,-77.3092547
n11337328262,University Drive & Democracy Lane,,bicycle_rental,bicycle_rental,,,,38.8495881,-77.3043788
n11337328263,Layton Hall Drive & University Drive,,bicycle_rental,bicycle_rental,,,,38.8509654,-77.3029302
n11337328264,Fair Woods Parkway & Fairfax Boulevard,,bicycle_rental,bicycle_rental,,,,38.862721,-77.2939825
n11337328265,Beech Drive at Draper Drive Park,,bicycle_rental,bicycle_rental,,12.0,,38.8666995,-77.2821738
n11337328266,Fairfax Boulevard & Pickett Road South,,bicycle_rental,bicycle_rental,,12.0,,38.8647379,-77.2713588
n11337328267,Fairfax Boulevard & Pickett Road North,,bicycle_rental,bicycle_rental,,12.0,,38.8650794,-77.2719494
n11355973801,Valley Dental Center,,dentist,dentist,,,,38.7384344,-77.0911786
n11356346236,Lotus Pho & Grill,,restaurant,restaurant,,,,38.7473892,-77.084638
n11356346239,Pupusas Express,,restaurant,restaurant,,,,38.7473114,-77.084648
n11363174038,Sparkles,,childcare,childcare,,,,38.8617212,-77.0509631
n11365326761,China Shanghai,,restaurant,restaurant,,,,38.8175376,-77.2760556
n11365367444,Waraku Japanese Restaurant,,restaurant,restaurant,,,,38.8169053,-77.2760634
n11365369319,Subway,,fast_food,fast_food,,,,38.8172334,-77.2762418
n11365377043,Pho Saigon 75,,restaurant,restaurant,,,,38.8168792,-77.2758931
n11366360044,Asia Garden,,restaurant,restaurant,,,,38.7681663,-77.1194222
n11369515747,Taco Bamba,,restaurant,restaurant,,,,38.8794604,-77.1077805
n11374178368,Glebe Road Exit,,parking_entrance,parking_entrance,yes,,,38.8785559,-77.1109778
n11374218572,Glebe Road Entrance,,parking_entrance,parking_entrance,,,,38.8783841,-77.1109897
n11374218573,North Randolph Street Exit,,parking_entrance,parking_entrance,yes,,,38.8788064,-77.1094071
n11374380577,Ballston Point,,parking_entrance,parking_entrance,yes,,,38.8795124,-77.1123311
n11377619366,WaWa,,fuel,fuel,,,,38.8644713,-77.2797549
n11378462242,Inova Cardiology - Ballston,,hospital,hospital,,,,38.8826562,-77.106443
n11378462243,Inova Neurosurgery - Ballston,,hospital,hospital,,,,38.8826594,-77.1063581
n11378462244,Inova General Surgery - Arlington,,hospital,hospital,,,,38.8826599,-77.1062848
n11378462245,Allergy Partners of Metro DC,,doctors,doctors,,,,38.882779,-77.1062941
n11378462246,Northern Virginia Endodontic Associates,,dentist,dentist,,,,38.8828964,-77.1063194
n11378462249,Fairfax Radiology Center of Ballston,,doctors,doctors,,,,38.8827701,-77.1065277
n11378462250,Forefront Dermatology,,doctors,doctors,,,,38.8828894,-77.1065423
n11378580933,Lot A,,parking,parking,,1240.0,,38.8260886,-77.3079673
n11378598537,Insomnia Cookies,,fast_food,fast_food,,,,38.8250456,-77.314689
n11378598538,University Mall Theatres,,theatre,theatre,,,,38.8251075,-77.3143126
n11378598539,Bangkok Golden Thai,,restaurant,restaurant,,,,38.825232,-77.314327
n11378598540,The Difference Baker,,restaurant,restaurant,,,,38.8273006,-77.304751
n11378598541,The Globe,,restaurant,restaurant,,,,38.8298152,-77.3148666
n11378598542,Express Market,,cafe,cafe,,,,38.8300957,-77.3071831
n11378598543,Chipotle,,fast_food,fast_food,,,,38.8298978,-77.3077046
n11378598544,Blaze Pizza,,restaurant,restaurant,,,,38.8299946,-77.3077587
